school_id,year,school,charter,level,town,lat,long
950017,2017,Henry Lord Community School,0,Middle,Fall River,41.6726871,-71.1688953
950140,2017,James Tansey,0,Primary,Fall River,41.718721,-71.130869
950045,2017,John J Doran,0,Middle,Fall River,41.7001178,-71.1650428
950013,2017,Letourneau Elementary School,0,Primary,Fall River,41.6728917,-71.1558989
950011,2017,Mary Fonseca Elementary School,0,Primary,Fall River,41.7012674,-71.1383531
950320,2017,Matthew J Kuss Middle,0,Middle,Fall River,41.6927192,-71.1805985
950315,2017,Morton Middle,0,Middle,Fall River,41.7164201,-71.1500299
950005,2017,North End Elementary,0,Primary,Fall River,41.733566,-71.1111325
950145,2017,Samuel Watson,0,Primary,Fall River,41.6843672,-71.1306086
950130,2017,Spencer Borden,0,Primary,Fall River,41.7138069,-71.1312045
950340,2017,Stone PK-12 School,0,High,Fall River,41.7086482,-71.1530495
950305,2017,Talbot Innovation School,0,Middle,Fall River,41.6931977,-71.1252846
950065,2017,William S Greene,0,Primary,Fall River,41.6860982,-71.1521855
960005,2017,East Falmouth Elementary,0,Primary,East Falmouth,41.5768464,-70.5602381
960405,2017,Lawrence,0,Middle,Falmouth,41.555319,-70.6155449
960305,2017,Morse Pond School,0,Primary,Falmouth,41.559517,-70.605448
960020,2017,Mullen-Hall,0,Primary,Falmouth,41.5539148,-70.6139648
960030,2017,North Falmouth Elementary,0,Primary,North Falmouth,41.6377661,-70.6215864
960015,2017,Teaticket,0,Primary,East Falmouth,41.567398,-70.591688
6620020,2017,Farmington River Elementary,0,Primary,Otis,42.2051139,-73.0962778
970315,2017,Arthur M Longsjo Middle School,0,Middle,Fitchburg,42.5864092,-71.8001731
970016,2017,Crocker Elementary,0,Primary,Fitchburg,42.6040437,-71.8064005
970340,2017,McKay Arts Academy,0,Middle,Fitchburg,42.5949697,-71.789586
970048,2017,Memorial Middle School,0,Middle,Fitchburg,42.57179,-71.811206
970043,2017,Reingold Elementary,0,Primary,Fitchburg,42.571385,-71.830917
970060,2017,South Street Elementary,0,Primary,Fitchburg,42.5710336,-71.79778
980005,2017,Abbott Memorial,0,Middle,Florida,42.6933919,-73.0374219
4130505,2017,Four Rivers Charter Public School,1,High,Greenfield,42.5964539,-72.6208917
990050,2017,Charles Taylor Elementary,0,Primary,Foxborough,42.0486549,-71.253691
990405,2017,John J Ahern,0,Middle,Foxborough,42.0701495,-71.2388553
