School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,Student Included,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL
Randolph - J F Kennedy Elementary,02440018,ELA,          53,29,           3,2,          50,27,          90,49,          39,21,         182,     489.5,          50.0,         101,15
Randolph - J F Kennedy Elementary,02440018,MATH,          55,30,           6,3,          49,27,          94,52,          33,18,         182,     491.9,          48.5,         104,23
Randolph - Margaret L Donovan,02440015,ELA,          96,45,           6,3,          90,42,         101,47,          16,8,         213,     497.3,          41.0,         134,39
Randolph - Margaret L Donovan,02440015,MATH,          89,42,           7,3,          82,39,         105,50,          18,8,         212,     496.3,          63.0,         135,37
Randolph - Martin E Young Elementary,02440040,ELA,          58,39,           7,5,          51,34,          62,42,          29,19,         149,     495.7,          52.0,          81,34
Randolph - Martin E Young Elementary,02440040,MATH,          52,35,           5,3,          47,31,          64,43,          34,23,         150,     495.2,          62.0,          81,34
Randolph - Randolph Community Middle,02440410,ELA,         215,38,          27,5,         188,33,         266,46,          92,16,         573,     493.5,          56.0,         531,25
Randolph - Randolph Community Middle,02440410,MATH,         166,29,          12,2,         154,27,         303,53,         103,18,         572,     490.4,          58.0,         530,19
Reading - Alice M Barrows,02460002,ELA,         120,66,          20,11,         100,55,          58,32,           3,2,         181,     506.8,          46.0,         115,80
Reading - Alice M Barrows,02460002,MATH,         120,66,          21,12,          99,55,          51,28,          10,6,         181,     506.2,          48.0,         115,77
Reading - Arthur W Coolidge Middle,02460305,ELA,         326,71,          72,16,         254,55,         112,24,          23,5,         461,     510.4,          61.5,         450,90
Reading - Arthur W Coolidge Middle,02460305,MATH,         323,70,          70,15,         253,55,         111,24,          26,6,         460,     510.4,          59.0,         449,89
Reading - Birch Meadow,02460005,ELA,         108,57,          17,9,          91,48,          72,38,           8,4,         188,     505.2,          39.5,         120,73
Reading - Birch Meadow,02460005,MATH,         118,63,          18,10,         100,53,          58,31,          12,6,         188,     505.3,          51.5,         120,74
Reading - J Warren Killam,02460017,ELA,         118,54,          15,7,         103,47,          95,44,           4,2,         217,     502.8,          46.0,         146,64
Reading - J Warren Killam,02460017,MATH,         105,48,          20,9,          85,39,         100,46,          12,6,         217,     501.2,          54.5,         146,58
Reading - Joshua Eaton,02460010,ELA,         121,53,          10,4,         111,49,          92,40,          15,7,         228,     500.5,          58.0,         163,54
Reading - Joshua Eaton,02460010,MATH,         125,56,          24,11,         101,45,          76,34,          23,10,         224,     502.3,          62.0,         161,64
Reading - Walter S Parker Middle,02460310,ELA,         371,65,          61,11,         310,55,         174,31,          23,4,         568,     506.3,          45.0,         553,78
Reading - Walter S Parker Middle,02460310,MATH,         355,63,          52,9,         303,53,         196,35,          16,3,         567,     505.1,          46.0,         552,73
Reading - Wood End Elementary School,02460020,ELA,          99,64,          15,10,          84,54,          46,30,          10,6,         155,     506.3,          54.0,         104,78
Reading - Wood End Elementary School,02460020,MATH,         103,66,          19,12,          84,54,          41,26,          11,7,         155,     508.2,          74.0,         104,84
Revere - A. C. Whelan Elementary School,02480003,ELA,         175,47,          14,4,         161,43,         172,46,          25,7,         372,     498.4,          49.0,         233,43
Revere - A. C. Whelan Elementary School,02480003,MATH,         179,48,          13,3,         166,45,         160,43,          33,9,         372,     498.5,          51.0,         232,46
Revere - Abraham Lincoln,02480025,ELA,         135,46,          16,5,         119,40,         125,42,          35,12,         295,     497.4,          62.0,         186,40
Revere - Abraham Lincoln,02480025,MATH,         119,40,          12,4,         107,36,         122,42,          53,18,         294,     492.0,          38.0,         185,23
Revere - Beachmont Veterans Memorial School,02480013,ELA,          95,60,          22,14,          73,46,          59,37,           4,3,         158,     506.3,          57.0,         103,77
Revere - Beachmont Veterans Memorial School,02480013,MATH,         106,67,          16,10,          90,57,          44,28,           8,5,         158,     506.5,          71.0,         103,79
Revere - Garfield Elementary School,02480056,ELA,         142,41,          22,6,         120,35,         165,48,          37,11,         344,     496.8,          46.0,         217,37
Revere - Garfield Elementary School,02480056,MATH,         169,49,          25,7,         144,42,         144,42,          31,9,         344,     499.0,          58.0,         217,49
Revere - Garfield Middle School,02480057,ELA,         214,42,          27,5,         187,37,         227,45,          65,13,         506,     495.4,          50.0,         463,33
Revere - Garfield Middle School,02480057,MATH,         193,38,          18,4,         175,35,         270,53,          42,8,         505,     495.2,          47.0,         462,34
Revere - Paul Revere,02480050,ELA,         126,54,          19,8,         107,46,         102,44,           6,3,         234,     502.9,          59.0,         149,64
Revere - Paul Revere,02480050,MATH,         132,56,          22,9,         110,47,          80,34,          22,9,         234,     500.9,          47.0,         149,57
Revere - Rumney Marsh Academy,02480014,ELA,         302,53,          45,8,         257,45,         202,35,          67,12,         571,     499.5,          51.0,         553,49
Revere - Rumney Marsh Academy,02480014,MATH,         246,43,          38,7,         208,36,         257,45,          68,12,         571,     495.9,          43.0,         552,36
Revere - Staff Sargent James J. Hill Elementary School,02480035,ELA,         165,49,          20,6,         145,43,         140,42,          32,10,         337,     500.1,          58.0,         190,52
Revere - Staff Sargent James J. Hill Elementary School,02480035,MATH,         171,51,          28,8,         143,42,         123,37,          43,13,         337,     499.6,          40.5,         190,51
Revere - Susan B. Anthony Middle School,02480305,ELA,         243,47,          37,7,         206,40,         214,41,          61,12,         518,     498.2,          53.0,         482,42
Revere - Susan B. Anthony Middle School,02480305,MATH,         217,42,          39,8,         178,34,         241,46,          61,12,         519,     497.7,          48.0,         483,43
Richmond - Richmond Consolidated,02490005,ELA,          64,62,          12,12,          52,50,          38,37,           2,2,         104,     506.3,          45.0,          80,80
Richmond - Richmond Consolidated,02490005,MATH,          47,45,           9,9,          38,36,          56,53,           2,2,         105,     501.1,          27.0,          81,59
Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,ELA,         181,51,          17,5,         164,46,         168,47,           7,2,         356,     501.9,          42.0,         334,59
Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,MATH,         216,61,          31,9,         185,52,         124,35,          14,4,         354,     505.1,          54.5,         332,73
River Valley Charter (District) - River Valley Charter School,04820050,ELA,         122,64,          20,11,         102,54,          65,34,           3,2,         190,     505.6,          69.0,         154,75
River Valley Charter (District) - River Valley Charter School,04820050,MATH,          90,48,          20,11,          70,37,          75,40,          24,13,         189,     499.0,          71.0,         152,47
Rochester - Rochester Memorial,02500005,ELA,         147,57,          15,6,         132,51,         106,41,           4,2,         257,     502.7,          62.0,         186,63
Rochester - Rochester Memorial,02500005,MATH,         133,52,          14,5,         119,46,         115,45,           9,4,         257,     501.1,          66.0,         185,58
Rockland - Jefferson Elementary School,02510060,ELA,          28,31,           0,0,          28,31,          51,56,          12,13,          91,     491.4,          59.0,          38,19
Rockland - Jefferson Elementary School,02510060,MATH,          31,34,           0,0,          31,34,          47,52,          13,14,          91,     491.5,          71.0,          38,22
Rockland - John W Rogers Middle,02510305,ELA,         275,42,          18,3,         257,39,         295,45,          84,13,         654,     494.7,          45.0,         623,30
Rockland - John W Rogers Middle,02510305,MATH,         236,36,          22,3,         214,33,         344,53,          71,11,         651,     494.8,          50.0,         619,33
Rockland - Memorial Park,02510020,ELA,          38,35,           4,4,          34,31,          55,51,          15,14,         108,     492.8,          45.0,          46,23
Rockland - Memorial Park,02510020,MATH,          36,33,           2,2,          34,31,          58,54,          14,13,         108,     493.2,          57.5,          46,27
Rockland - R Stewart Esten,02510025,ELA,          61,40,           7,5,          54,35,          81,53,          11,7,         153,     495.6,          52.0,          66,33
Rockland - R Stewart Esten,02510025,MATH,          81,53,          14,9,          67,44,          65,42,           8,5,         154,     502.3,          50.0,          65,64
Rockport - Rockport Elementary,02520005,ELA,          93,49,          12,6,          81,42,          90,47,           8,4,         191,     500.2,          39.0,         130,53
Rockport - Rockport Elementary,02520005,MATH,          78,41,           6,3,          72,38,          91,47,          23,12,         192,     495.1,          27.0,         130,33
Rockport - Rockport Middle,02520305,ELA,         140,63,          19,9,         121,55,          75,34,           7,3,         222,     504.1,          38.0,         212,68
Rockport - Rockport Middle,02520305,MATH,         112,51,          12,5,         100,45,          93,42,          16,7,         221,     500.2,          44.0,         210,53
Rowe - Rowe Elementary,02530005,ELA,          12,43,           1,4,          11,39,          15,54,           1,4,          28,     495.8,          38.0,          21,32
Rowe - Rowe Elementary,02530005,MATH,          14,50,           0,0,          14,50,          12,43,           2,7,          28,     495.2,          27.0,          21,32
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,04840505,ELA,         364,39,          38,4,         326,35,         479,51,         101,11,         944,     494.1,          52.0,         856,28
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,04840505,MATH,         439,46,          26,3,         413,43,         431,45,          85,9,         955,     497.2,          58.0,         858,42
Sabis International Charter (District) - Sabis International Charter School,04410505,ELA,         279,37,          22,3,         257,34,         415,55,          62,8,         756,     493.7,          37.0,         593,26
Sabis International Charter (District) - Sabis International Charter School,04410505,MATH,         218,29,          12,2,         206,27,         431,57,         112,15,         761,     489.8,          31.0,         593,18
Salem - Bates,02580003,ELA,          51,37,           9,6,          42,30,          65,47,          23,17,         139,     491.6,          55.0,          90,20
Salem - Bates,02580003,MATH,          69,50,          10,7,          59,42,          49,35,          21,15,         139,     496.1,          70.0,          90,36
Salem - Carlton,02580015,ELA,          47,45,          11,10,          36,34,          49,47,           9,9,         105,     501.0,          45.0,          59,57
Salem - Carlton,02580015,MATH,          52,49,           3,3,          49,46,          41,39,          13,12,         106,     498.8,          37.0,          59,48
Salem - Collins Middle,02580305,ELA,         210,42,          13,3,         197,39,         230,46,          64,13,         504,     494.3,          46.5,         486,28
Salem - Collins Middle,02580305,MATH,         193,38,          28,6,         165,33,         246,49,          66,13,         505,     495.2,          49.0,         480,33
Salem - Horace Mann Laboratory,02580030,ELA,          52,38,           4,3,          48,35,          65,48,          19,14,         136,     492.7,          51.5,          76,23
Salem - Horace Mann Laboratory,02580030,MATH,          43,32,           1,1,          42,31,          62,46,          31,23,         136,     488.6,          53.0,          74,15
Salem - Nathaniel Bowditch,02580025,ELA,          42,15,           2,1,          40,14,         140,51,          95,34,         277,     479.4,          39.0,         211,3
Salem - Nathaniel Bowditch,02580025,MATH,          39,14,           2,1,          37,13,         115,41,         124,45,         278,     475.9,          41.5,         206,3
Salem - Saltonstall School,02580050,ELA,         133,54,          23,9,         110,44,          88,35,          27,11,         248,     500.8,          63.5,         198,56
Salem - Saltonstall School,02580050,MATH,          93,38,           7,3,          86,35,         118,48,          36,15,         247,     494.2,          39.0,         195,29
Salem - Witchcraft Heights,02580070,ELA,         110,45,          16,7,          94,39,         112,46,          22,9,         244,     497.9,          51.0,         152,42
Salem - Witchcraft Heights,02580070,MATH,         108,44,           9,4,          99,40,         116,47,          22,9,         246,     497.2,          37.0,         154,41
Salem Academy Charter (District) - Salem Academy Charter School,04850485,ELA,         127,59,          21,10,         106,49,          78,36,          11,5,         216,     504.5,          70.0,         213,70
Salem Academy Charter (District) - Salem Academy Charter School,04850485,MATH,         126,59,          24,11,         102,47,          75,35,          14,7,         215,     503.7,          57.5,         212,69
Sandwich - Oak Ridge,02610025,ELA,         404,46,          40,5,         364,41,         399,45,          84,9,         887,     497.8,          50.0,         651,41
Sandwich - Oak Ridge,02610025,MATH,         483,55,          59,7,         424,48,         333,38,          69,8,         885,     501.0,          61.0,         654,57
Sandwich - Sandwich STEM Academy,02610305,ELA,         253,56,          33,7,         220,49,         182,40,          18,4,         453,     502.9,          56.0,         440,64
Sandwich - Sandwich STEM Academy,02610305,MATH,         239,53,          31,7,         208,46,         189,42,          25,6,         453,     501.2,          46.0,         442,58
Saugus - Belmonte Saugus Middle,02620305,ELA,         261,41,          14,2,         247,39,         306,48,          67,11,         634,     495.3,          46.0,         610,32
Saugus - Belmonte Saugus Middle,02620305,MATH,         284,45,          26,4,         258,41,         299,47,          51,8,         634,     498.0,          50.0,         612,44
Saugus - Douglas Waybright,02620067,ELA,          68,61,          14,13,          54,49,          39,35,           4,4,         111,     507.2,          63.0,          73,81
Saugus - Douglas Waybright,02620067,MATH,          74,66,           8,7,          66,59,          37,33,           1,1,         112,     505.0,          68.5,          74,73
Saugus - Lynnhurst,02620040,ELA,          71,58,           8,7,          63,51,          49,40,           3,2,         123,     503.5,          58.0,          84,66
Saugus - Lynnhurst,02620040,MATH,          72,59,           6,5,          66,54,          49,40,           2,2,         123,     502.9,          57.0,          84,66
Saugus - Oaklandvale,02620050,ELA,          67,60,           8,7,          59,53,          40,36,           4,4,         111,     504.1,          60.0,          67,68
Saugus - Oaklandvale,02620050,MATH,          64,58,          10,9,          54,49,          42,38,           5,5,         111,     503.4,          52.0,          67,68
Saugus - Veterans Memorial,02620065,ELA,         123,47,           9,3,         114,43,         105,40,          35,13,         263,     498.9,          46.0,         163,46
Saugus - Veterans Memorial,02620065,MATH,         115,44,          12,5,         103,39,         114,44,          33,13,         262,     498.3,          55.0,         163,46
Savoy - Emma L Miller Elementary School,02630010,ELA,           5,33,           1,7,           4,27,           9,60,           1,7,          15,     494.9,,           7,30
Savoy - Emma L Miller Elementary School,02630010,MATH,           3,20,           0,0,           3,20,          10,67,           2,13,          15,     488.1,,           7,14
Scituate - Cushing Elementary,02640007,ELA,         175,78,          35,16,         140,63,          46,21,           2,1,         223,     512.6,          67.0,         163,95
Scituate - Cushing Elementary,02640007,MATH,         143,64,          29,13,         114,51,          75,33,           6,3,         224,     507.2,          55.0,         164,81
Scituate - Gates Middle School,02640305,ELA,         328,65,          22,4,         306,60,         163,32,          17,3,         508,     504.7,          49.0,         477,71
Scituate - Gates Middle School,02640305,MATH,         271,53,          41,8,         230,45,         218,42,          25,5,         514,     502.2,          39.0,         483,63
Scituate - Hatherly Elementary,02640010,ELA,         135,76,          35,20,         100,57,          31,18,          11,6,         177,     513.9,          65.0,         113,96
Scituate - Hatherly Elementary,02640010,MATH,         124,70,          21,12,         103,58,          39,22,          14,8,         177,     509.9,          71.0,         113,88
Scituate - Jenkins Elementary School,02640015,ELA,         198,68,          26,9,         172,59,          88,30,           6,2,         292,     507.2,          54.5,         230,81
Scituate - Jenkins Elementary School,02640015,MATH,         202,69,          21,7,         181,62,          81,28,           8,3,         291,     506.8,          56.0,         229,80
Scituate - Wampatuck Elementary,02640020,ELA,         155,82,          31,16,         124,65,          31,16,           4,2,         190,     514.2,          64.0,         142,96
Scituate - Wampatuck Elementary,02640020,MATH,         150,79,          29,15,         121,64,          35,18,           5,3,         190,     512.9,          63.5,         142,94
Seekonk - Dr. Kevin M. Hurley Middle School,02650405,ELA,         344,67,          61,12,         283,55,         142,28,          26,5,         512,     507.1,          63.0,         489,81
Seekonk - Dr. Kevin M. Hurley Middle School,02650405,MATH,         295,58,          28,5,         267,52,         190,37,          25,5,         510,     502.3,          52.0,         488,64
Seekonk - George R Martin,02650007,ELA,         142,61,          25,11,         117,50,          75,32,          17,7,         234,     505.6,          67.0,         164,75
Seekonk - George R Martin,02650007,MATH,         137,59,          16,7,         121,52,          77,33,          20,9,         234,     502.6,          58.0,         167,65
Seekonk - Mildred Aitken School,02650015,ELA,         126,67,          22,12,         104,55,          61,32,           2,1,         189,     508.7,          61.0,         124,86
Seekonk - Mildred Aitken School,02650015,MATH,         137,72,          10,5,         127,67,          46,24,           6,3,         189,     506.4,          59.0,         124,78
Seven Hills Charter Public (District) - Seven Hills Charter School,04860105,ELA,          93,22,           8,2,          85,20,         236,55,         100,23,         429,     484.8,          52.0,         333,7
Seven Hills Charter Public (District) - Seven Hills Charter School,04860105,MATH,          65,15,           4,1,          61,14,         235,55,         129,30,         429,     480.4,          42.0,         331,6
Sharon - Cottage Street,02660005,ELA,         184,65,          41,15,         143,51,          82,29,          15,5,         281,     509.1,          56.0,         175,87
Sharon - Cottage Street,02660005,MATH,         197,70,          57,20,         140,49,          63,22,          23,8,         283,     510.9,          56.0,         177,90
Sharon - East Elementary,02660010,ELA,         168,72,          40,17,         128,55,          60,26,           6,3,         234,     510.6,          46.0,         144,91
Sharon - East Elementary,02660010,MATH,         192,82,          68,29,         124,53,          37,16,           5,2,         234,     518.0,          65.0,         144,99
Sharon - Heights Elementary,02660015,ELA,         203,75,          59,22,         144,53,          59,22,           9,3,         271,     514.8,          56.0,         171,97
Sharon - Heights Elementary,02660015,MATH,         216,80,          72,27,         144,53,          48,18,           7,3,         271,     517.4,          62.0,         171,98
Sharon - Sharon Middle,02660305,ELA,         613,74,         112,14,         501,60,         199,24,          17,2,         829,     510.3,          44.0,         801,90
Sharon - Sharon Middle,02660305,MATH,         653,78,         238,29,         415,50,         158,19,          21,3,         832,     517.0,          47.0,         798,98
Sherborn - Pine Hill,02690010,ELA,         169,75,          45,20,         124,55,          52,23,           5,2,         226,     512.2,          76.0,         139,95
Sherborn - Pine Hill,02690010,MATH,         158,72,          40,18,         118,54,          58,26,           4,2,         220,     512.1,          63.0,         135,93
Shrewsbury - Calvin Coolidge,02710015,ELA,         110,62,          29,16,          81,46,          58,33,           9,5,         177,     508.4,          46.0,          82,84
Shrewsbury - Calvin Coolidge,02710015,MATH,         118,67,          32,18,          86,49,          45,25,          14,8,         177,     509.3,          66.0,          82,86
Shrewsbury - Floral Street School,02710020,ELA,         277,73,         104,27,         173,46,          94,25,           8,2,         379,     514.2,          57.0,         171,96
Shrewsbury - Floral Street School,02710020,MATH,         290,77,          74,20,         216,57,          81,21,           7,2,         378,     514.6,          51.0,         171,96
Shrewsbury - Oak Middle School,02710030,ELA,         649,66,         121,12,         528,54,         285,29,          52,5,         986,     506.9,          45.0,         946,80
Shrewsbury - Oak Middle School,02710030,MATH,         613,62,         162,16,         451,46,         327,33,          43,4,         983,     507.7,          47.0,         943,83
Shrewsbury - Sherwood Middle School,02710305,ELA,         671,70,         112,12,         559,58,         238,25,          47,5,         956,     509.4,          50.0,         901,88
Shrewsbury - Sherwood Middle School,02710305,MATH,         675,71,         144,15,         531,56,         233,24,          46,5,         954,     510.1,          45.5,         902,88
Shrewsbury - Spring Street,02710035,ELA,         119,77,          43,28,          76,49,          33,21,           3,2,         155,     514.9,          63.0,          85,97
Shrewsbury - Spring Street,02710035,MATH,         133,86,          30,19,         103,66,          21,14,           1,1,         155,     516.6,          58.0,          85,98
Shrewsbury - Walter J Paton,02710025,ELA,         125,71,          30,17,          95,54,          43,24,           9,5,         177,     510.8,          64.0,          84,91
Shrewsbury - Walter J Paton,02710025,MATH,         138,78,          40,23,          98,55,          32,18,           7,4,         177,     515.4,          71.0,          85,97
Shutesbury - Shutesbury Elementary,02720005,ELA,          31,53,           7,12,          24,41,          25,43,           2,3,          58,     504.7,          58.0,          39,78
Shutesbury - Shutesbury Elementary,02720005,MATH,          26,45,           3,5,          23,40,          27,47,           5,9,          58,     498.0,          50.5,          38,53
Silver Hill Horace Mann Charter (District) - Silver Hill Horace Mann Charter School,04770010,ELA,         127,45,          13,5,         114,40,         128,45,          27,10,         282,     496.6,          51.0,         180,37
Silver Hill Horace Mann Charter (District) - Silver Hill Horace Mann Charter School,04770010,MATH,         111,39,          10,4,         101,36,         134,47,          38,13,         283,     494.4,          47.0,         179,32
Silver Lake - Silver Lake Regional Middle School,07600405,ELA,         392,70,          72,13,         320,57,         150,27,          18,3,         560,     508.2,          66.0,         554,84
Silver Lake - Silver Lake Regional Middle School,07600405,MATH,         372,67,          78,14,         294,53,         167,30,          16,3,         555,     508.1,          59.0,         549,84
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,04740505,ELA,          66,47,          11,8,          55,39,          59,42,          15,11,         140,     498.4,          56.0,         124,45
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,04740505,MATH,          33,24,           2,1,          31,22,          79,57,          27,19,         139,     487.8,          30.0,         122,14
Somerset - Chace Street,02730005,ELA,          73,41,           6,3,          67,37,          87,49,          19,11,         179,     495.3,          43.0,         107,32
Somerset - Chace Street,02730005,MATH,          69,39,           4,2,          65,36,          87,49,          23,13,         179,     493.9,          49.0,         107,29
Somerset - North Elementary,02730008,ELA,         123,43,           9,3,         114,40,         142,50,          19,7,         284,     496.3,          30.0,         189,36
Somerset - North Elementary,02730008,MATH,          89,31,           6,2,          83,29,         163,57,          32,11,         284,     491.3,          34.0,         189,22
Somerset - Somerset Middle School,02730305,ELA,         300,50,          40,7,         260,44,         256,43,          41,7,         597,     499.4,          43.0,         582,48
Somerset - Somerset Middle School,02730305,MATH,         338,57,          55,9,         283,47,         226,38,          34,6,         598,     503.0,          59.0,         579,66
Somerset - South,02730015,ELA,          74,54,           8,6,          66,49,          60,44,           2,1,         136,     501.7,          67.0,          90,60
Somerset - South,02730015,MATH,          55,40,           2,1,          53,39,          77,57,           4,3,         136,     496.9,          55.0,          90,40
Somerville - Albert F. Argenziano School at Lincoln Park,02740087,ELA,         152,53,          22,8,         130,45,         103,36,          33,11,         288,     499.1,          58.0,         225,47
Somerville - Albert F. Argenziano School at Lincoln Park,02740087,MATH,         164,57,          26,9,         138,48,          90,31,          35,12,         289,     500.2,          55.0,         226,53
Somerville - Arthur D Healey,02740075,ELA,         126,49,          24,9,         102,39,          95,37,          38,15,         259,     498.0,          68.0,         212,42
Somerville - Arthur D Healey,02740075,MATH,         116,45,          32,12,          84,32,         107,41,          37,14,         260,     497.1,          66.0,         212,40
Somerville - Benjamin G Brown,02740015,ELA,          93,87,          33,31,          60,56,          14,13,           0,0,         107,     519.9,          67.0,          71,99
Somerville - Benjamin G Brown,02740015,MATH,          84,79,          21,20,          63,59,          21,20,           2,2,         107,     516.0,          76.5,          72,97
Somerville - E Somerville Community,02740111,ELA,         163,37,          18,4,         145,33,         220,50,          61,14,         444,     493.6,          61.0,         339,25
Somerville - E Somerville Community,02740111,MATH,         178,40,          23,5,         155,35,         202,46,          63,14,         443,     494.5,          53.0,         337,31
Somerville - John F Kennedy,02740083,ELA,         176,57,          44,14,         132,43,          90,29,          41,13,         307,     507.3,          53.0,         233,81
Somerville - John F Kennedy,02740083,MATH,         184,60,          43,14,         141,46,          85,28,          39,13,         308,     507.7,          52.0,         233,83
Somerville - Next Wave Junior High,02740410,ELA,           0,0,           0,0,           0,0,           4,29,          10,71,          14,     464.7,,          12,1
Somerville - Next Wave Junior High,02740410,MATH,           0,0,           0,0,           0,0,           6,43,           8,57,          14,     465.8,,          13,1
Somerville - West Somerville Neighborhood,02740115,ELA,         111,52,          16,7,          95,44,          90,42,          14,7,         215,     500.3,          65.0,         180,53
Somerville - West Somerville Neighborhood,02740115,MATH,         113,53,          18,8,          95,44,          80,37,          21,10,         214,     499.6,          58.5,         180,51
Somerville - Winter Hill Community,02740120,ELA,          73,27,           3,1,          70,26,         139,51,          58,21,         270,     487.8,          58.0,         202,12
Somerville - Winter Hill Community,02740120,MATH,          88,33,           8,3,          80,30,         128,48,          51,19,         267,     490.7,          57.5,         200,20
South Hadley - Michael E. Smith Middle School,02780305,ELA,         226,42,          12,2,         214,40,         261,48,          52,10,         539,     494.5,          40.0,         523,29
South Hadley - Michael E. Smith Middle School,02780305,MATH,         206,38,          12,2,         194,36,         289,54,          45,8,         540,     494.6,          27.0,         516,32
South Hadley - Mosier,02780020,ELA,         117,43,          16,6,         101,37,         133,49,          24,9,         274,     497.1,          57.0,         149,39
South Hadley - Mosier,02780020,MATH,         144,53,          26,10,         118,43,          98,36,          31,11,         273,     501.4,          65.5,         148,59
South Shore Charter Public (District) - South Shore Charter Public School,04880550,ELA,         178,53,          20,6,         158,47,         139,42,          17,5,         334,     500.7,          56.0,         270,56
South Shore Charter Public (District) - South Shore Charter Public School,04880550,MATH,         144,43,          11,3,         133,40,         157,47,          33,10,         334,     495.5,          51.0,         269,35
Southampton - William E Norris,02750005,ELA,         150,54,          16,6,         134,48,         114,41,          14,5,         278,     500.5,          49.0,         197,56
Southampton - William E Norris,02750005,MATH,         143,52,          14,5,         129,47,         119,43,          15,5,         277,     499.4,          55.0,         197,52
Southborough - Albert S. Woodward Memorial School,02760050,ELA,          95,81,          42,36,          53,45,          21,18,           2,2,         118,     519.5,,,99
Southborough - Albert S. Woodward Memorial School,02760050,MATH,         112,95,          37,31,          75,64,           5,4,           1,1,         118,     524.0,,,99
Southborough - Margaret A Neary,02760020,ELA,         214,74,          37,13,         177,61,          72,25,           5,2,         291,     510.8,          54.0,         277,92
Southborough - Margaret A Neary,02760020,MATH,         236,81,          71,24,         165,57,          49,17,           6,2,         291,     516.8,          61.0,         277,98
Southborough - P Brent Trottier,02760305,ELA,         351,78,          31,7,         320,71,          89,20,          10,2,         450,     510.2,          55.0,         434,89
Southborough - P Brent Trottier,02760305,MATH,         361,80,         111,25,         250,56,          79,18,           9,2,         449,     516.5,          68.0,         435,97
Southbridge - Charlton Street,02770005,ELA,          67,28,          11,5,          56,23,         124,51,          52,21,         243,     488.4,          47.0,         149,13
Southbridge - Charlton Street,02770005,MATH,          76,31,           1,0,          75,31,         116,48,          50,21,         242,     489.1,          50.0,         149,16
Southbridge - Southbridge Middle School,02770315,ELA,          82,18,           5,1,          77,17,         204,44,         174,38,         460,     479.2,          33.0,         412,3
Southbridge - Southbridge Middle School,02770315,MATH,          60,13,           4,1,          56,12,         214,46,         187,41,         461,     476.6,          26.0,         403,3
Southbridge - West Street,02770020,ELA,          54,25,           7,3,          47,22,         112,51,          52,24,         218,     484.2,          50.5,         138,6
Southbridge - West Street,02770020,MATH,          50,23,           5,2,          45,21,         108,50,          59,27,         217,     484.2,          63.0,         134,8
Southern Berkshire - Mt Everett Regional,07650505,ELA,          58,60,           4,4,          54,56,          30,31,           8,8,          96,     500.7,          57.0,          87,56
Southern Berkshire - Mt Everett Regional,07650505,MATH,          52,54,           6,6,          46,48,          33,34,          11,11,          96,     500.2,          55.0,          87,53
Southern Berkshire - New Marlborough Central,07650018,ELA,          15,54,           2,7,          13,46,          11,39,           2,7,          28,     498.4,,           8,43
Southern Berkshire - New Marlborough Central,07650018,MATH,          14,52,           0,0,          14,52,           9,33,           4,15,          27,     496.1,,           8,36
Southern Berkshire - Undermountain,07650035,ELA,          70,40,           2,1,          68,38,          91,51,          16,9,         177,     495.4,          38.0,         133,33
Southern Berkshire - Undermountain,07650035,MATH,          65,37,           3,2,          62,35,          93,53,          19,11,         177,     494.0,          41.0,         132,29
Southwick-Tolland-Granville Regional School District - Granville Village School,07660215,ELA,          19,38,           0,0,          19,38,          30,60,           1,2,          50,     495.7,          41.0,          31,34
Southwick-Tolland-Granville Regional School District - Granville Village School,07660215,MATH,          26,52,           2,4,          24,48,          21,42,           3,6,          50,     499.6,          72.0,          31,51
Southwick-Tolland-Granville Regional School District - Powder Mill School,07660315,ELA,         191,50,          21,5,         170,44,         169,44,          25,6,         385,     499.2,          43.0,         286,47
Southwick-Tolland-Granville Regional School District - Powder Mill School,07660315,MATH,         142,37,           6,2,         136,35,         204,53,          38,10,         384,     495.5,          35.0,         286,34
Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,ELA,          96,40,           4,2,          92,38,         125,51,          22,9,         243,     495.4,          41.0,         239,33
Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,MATH,         108,45,           9,4,          99,41,         118,49,          16,7,         242,     498.2,          58.0,         235,45
Spencer-E Brookfield - East Brookfield Elementary,07670008,ELA,          65,64,           9,9,          56,55,          29,28,           8,8,         102,     506.8,          71.0,          67,80
Spencer-E Brookfield - East Brookfield Elementary,07670008,MATH,          60,59,           1,1,          59,58,          34,33,           8,8,         102,     504.7,          55.0,          67,72
Spencer-E Brookfield - Knox Trail Middle School,07670415,ELA,         151,37,           9,2,         142,35,         212,52,          41,10,         404,     494.1,          49.5,         384,27
Spencer-E Brookfield - Knox Trail Middle School,07670415,MATH,         145,36,          12,3,         133,33,         210,52,          48,12,         403,     493.7,          59.5,         384,28
