school_id,year,first_lang_not_eng_num,first_lang_not_eng_per,ELL_num,ELL_per,disabilities_num,disabilities_per,low_inc_num,low_inc_per,free_lunch_num,free_lunch_per,reduced_lunch_num,reduced_lunch_per,high_needs_num,high_needs_per
440045,2001,118.0,16.1,0.0,0.0,0.0,0.0,239.0,32.6,,,,,,
440050,2001,5.0,4.2,0.0,0.0,0.0,0.0,14.0,11.9,,,,,,
440055,2001,96.0,19.3,0.0,0.0,0.0,0.0,288.0,57.8,,,,,,
440400,2001,0.0,0.0,0.0,0.0,0.0,0.0,49.0,87.5,,,,,,
440017,2001,222.0,34.6,69.0,10.8,0.0,0.0,208.0,32.4,,,,,,
440065,2001,165.0,23.5,78.0,11.1,0.0,0.0,475.0,67.8,,,,,,
440410,2001,152.0,22.1,0.0,0.0,0.0,0.0,261.0,37.9,,,,,,
440078,2001,161.0,22.5,0.0,0.0,0.0,0.0,407.0,56.9,,,,,,
440415,2001,118.0,17.8,0.0,0.0,0.0,0.0,200.0,30.1,,,,,,
440420,2001,157.0,22.2,0.0,0.0,0.0,0.0,188.0,26.6,,,,,,
450005,2001,0.0,0.0,0.0,0.0,0.0,0.0,51.0,15.1,,,,,,
460505,2001,375.0,20.2,67.0,3.6,0.0,0.0,164.0,8.8,,,,,,
460005,2001,260.0,36.2,54.0,7.5,0.0,0.0,50.0,7.0,,,,,,
460015,2001,298.0,41.6,89.0,12.4,0.0,0.0,84.0,11.7,,,,,,
460025,2001,71.0,18.4,40.0,10.4,0.0,0.0,11.0,2.8,,,,,,
460045,2001,96.0,23.9,53.0,13.2,0.0,0.0,47.0,11.7,,,,,,
460030,2001,218.0,42.6,115.0,22.5,0.0,0.0,66.0,12.9,,,,,,
460020,2001,103.0,26.5,35.0,9.0,0.0,0.0,24.0,6.2,,,,,,
460040,2001,199.0,33.9,83.0,14.1,0.0,0.0,81.0,13.8,,,,,,
460035,2001,130.0,28.3,62.0,13.5,0.0,0.0,101.0,22.0,,,,,,
480505,2001,6.0,0.7,5.0,0.6,0.0,0.0,15.0,1.7,,,,,,
480007,2001,6.0,1.2,2.0,0.4,0.0,0.0,30.0,6.0,,,,,,
480035,2001,65.0,9.9,31.0,4.7,0.0,0.0,29.0,4.4,,,,,,
480303,2001,35.0,4.1,4.0,0.5,0.0,0.0,47.0,5.5,,,,,,
480015,2001,52.0,19.5,7.0,2.6,0.0,0.0,14.0,5.2,,,,,,
480020,2001,26.0,7.3,0.0,0.0,0.0,0.0,28.0,7.8,,,,,,
490005,2001,105.0,27.4,0.0,0.0,0.0,0.0,97.0,25.3,,,,,,
490506,2001,649.0,33.3,156.0,8.0,0.0,0.0,314.0,16.1,,,,,,
490007,2001,38.0,12.7,0.0,0.0,0.0,0.0,45.0,15.0,,,,,,
490090,2001,60.0,21.4,0.0,0.0,0.0,0.0,164.0,58.4,,,,,,
490080,2001,106.0,30.7,73.0,21.2,0.0,0.0,135.0,39.1,,,,,,
490020,2001,41.0,17.2,2.0,0.8,0.0,0.0,51.0,21.4,,,,,,
490065,2001,56.0,11.0,28.0,5.5,0.0,0.0,204.0,40.2,,,,,,
490030,2001,108.0,41.7,30.0,11.6,0.0,0.0,176.0,68.0,,,,,,
490035,2001,45.0,14.0,0.0,0.0,0.0,0.0,69.0,21.4,,,,,,
490040,2001,170.0,41.5,34.0,8.3,0.0,0.0,160.0,39.0,,,,,,
490045,2001,108.0,31.1,41.0,11.8,0.0,0.0,164.0,47.3,,,,,,
490050,2001,90.0,22.7,0.0,0.0,0.0,0.0,86.0,21.7,,,,,,
500505,2001,43.0,5.9,0.0,0.0,0.0,0.0,29.0,4.0,,,,,,
500020,2001,48.0,7.7,14.0,2.2,0.0,0.0,32.0,5.1,,,,,,
500017,2001,17.0,4.7,1.0,0.3,0.0,0.0,24.0,6.7,,,,,,
500012,2001,15.0,3.3,4.0,0.9,0.0,0.0,22.0,4.8,,,,,,
500305,2001,12.0,1.7,0.0,0.0,0.0,0.0,43.0,6.1,,,,,,
4320530,2001,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.7,,,,,,
8150605,2001,9.0,1.4,2.0,0.3,0.0,0.0,122.0,19.5,,,,,,
510025,2001,19.0,2.4,0.0,0.0,0.0,0.0,1.0,0.1,,,,,,
6350005,2001,0.0,0.0,0.0,0.0,0.0,0.0,44.0,30.1,,,,,,
